2024-05-05 19:15:10,828 INFO    MainThread:8504 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-05-05 19:15:10,829 INFO    MainThread:8504 [wandb_setup.py:_flush():76] Configure stats pid to 8504
2024-05-05 19:15:10,829 INFO    MainThread:8504 [wandb_setup.py:_flush():76] Loading settings from /Users/ruthikkale/.config/wandb/settings
2024-05-05 19:15:10,829 INFO    MainThread:8504 [wandb_setup.py:_flush():76] Loading settings from /Users/ruthikkale/Documents/GitHub/StockX/single_stock/wandb/settings
2024-05-05 19:15:10,829 INFO    MainThread:8504 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-05-05 19:15:10,829 INFO    MainThread:8504 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-05-05 19:15:10,829 INFO    MainThread:8504 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-05-05 19:15:10,829 INFO    MainThread:8504 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-05-05 19:15:10,829 INFO    MainThread:8504 [wandb_init.py:_log_setup():521] Logging user logs to /Users/ruthikkale/Documents/GitHub/StockX/single_stock/wandb/run-20240505_191510-8gq3jkv2/logs/debug.log
2024-05-05 19:15:10,829 INFO    MainThread:8504 [wandb_init.py:_log_setup():522] Logging internal logs to /Users/ruthikkale/Documents/GitHub/StockX/single_stock/wandb/run-20240505_191510-8gq3jkv2/logs/debug-internal.log
2024-05-05 19:15:10,829 INFO    MainThread:8504 [wandb_init.py:_jupyter_setup():467] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x16840da90>
2024-05-05 19:15:10,830 INFO    MainThread:8504 [wandb_init.py:init():561] calling init triggers
2024-05-05 19:15:10,830 INFO    MainThread:8504 [wandb_init.py:init():568] wandb.init called with sweep_config: {}
config: {}
2024-05-05 19:15:10,830 INFO    MainThread:8504 [wandb_init.py:init():611] starting backend
2024-05-05 19:15:10,830 INFO    MainThread:8504 [wandb_init.py:init():615] setting up manager
2024-05-05 19:15:10,835 INFO    MainThread:8504 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-05-05 19:15:10,837 INFO    MainThread:8504 [wandb_init.py:init():623] backend started and connected
2024-05-05 19:15:10,855 INFO    MainThread:8504 [wandb_run.py:_label_probe_notebook():1299] probe notebook
2024-05-05 19:15:10,855 INFO    MainThread:8504 [wandb_run.py:_label_probe_notebook():1309] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-05-05 19:15:10,855 INFO    MainThread:8504 [wandb_init.py:init():715] updated telemetry
2024-05-05 19:15:10,888 INFO    MainThread:8504 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-05-05 19:15:11,207 INFO    MainThread:8504 [wandb_run.py:_on_init():2357] communicating current version
2024-05-05 19:15:11,389 INFO    MainThread:8504 [wandb_run.py:_on_init():2366] got version response 
2024-05-05 19:15:11,390 INFO    MainThread:8504 [wandb_init.py:init():799] starting run threads in backend
2024-05-05 19:15:26,270 INFO    MainThread:8504 [wandb_run.py:_console_start():2335] atexit reg
2024-05-05 19:15:26,270 INFO    MainThread:8504 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-05-05 19:15:26,270 INFO    MainThread:8504 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-05-05 19:15:26,270 INFO    MainThread:8504 [wandb_run.py:_redirect():2280] Redirects installed.
2024-05-05 19:15:26,271 INFO    MainThread:8504 [wandb_init.py:init():842] run started, returning control to user process
2024-05-05 19:15:26,750 INFO    MainThread:8504 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-05-05 19:15:26,750 INFO    MainThread:8504 [wandb_init.py:_pause_backend():432] pausing backend
2024-05-06 06:18:54,435 INFO    MainThread:8504 [wandb_init.py:_resume_backend():437] resuming backend
2024-05-06 06:18:54,524 INFO    MainThread:8504 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-05-06 06:18:54,524 INFO    MainThread:8504 [wandb_init.py:_pause_backend():432] pausing backend
